"month","journal_category","journal","journal_short_name","issn","title","publication_date","date_basis","doi","doi_url","abstract_available","method_family_topics","method_family_keywords","data_source_topics","data_source_keywords","spatiotemporal_context_topics","spatiotemporal_context_keywords","screening_rule"
"2025-11","空间算法","ACM Transactions on Spatial Algorithms and Systems","TSAS","2374-0361","Enhancing Spatial-Temporal Prediction Models with Dynamic Causal Graphs","2025-11-21","created-proxy","10.1145/3777547","https://doi.org/10.1145/3777547","yes","深度学习与神经网络 | 图模型与网络方法 | 时序与时空建模","neural network | graph | graph neural network | forecasting","","","空间尺度、依赖与异质性","adjacency","Must match at least one method_family keyword in Crossref title or abstract"
"2025-11","地理学与 GIScience","Annals of GIS","AGIS","1947-5691","Quantifying uncertainty in the spatial prediction of PM 2.5 using a deep learning algorithm","2025-11-04","published-online","10.1080/19475683.2025.2552155","https://doi.org/10.1080/19475683.2025.2552155","no","深度学习与神经网络","deep learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-11","地理学与 GIScience","Annals of the American Association of Geographers","AAG","2469-4452","Rapid Disaster Response and Damage Estimation with Social Media and Pretrained Large Language Models: Insights from Multiple Hurricanes","2025-11-06","published-online","10.1080/24694452.2025.2560491","https://doi.org/10.1080/24694452.2025.2560491","no","GeoAI 与基础模型","large language model","街景、社交感知与众包数据","social media","环境监测与灾害风险","disaster","Must match at least one method_family keyword in Crossref title or abstract"
"2025-11","地理学与 GIScience","Annals of the American Association of Geographers","AAG","2469-4452","Modeling Hurricane Vulnerability in a Large Coastal City Using Bayesian Gaussian Spatial Regression","2025-11-10","published-online","10.1080/24694452.2025.2570840","https://doi.org/10.1080/24694452.2025.2570840","no","空间统计与空间计量","spatial regression","","","城市、区域与空间结构","city","Must match at least one method_family keyword in Crossref title or abstract"
"2025-11","地理学与 GIScience","Applied Geography","APG","0143-6228","Coca cultivation and deforestation in the Peruvian Amazon: A multiscale analysis using spatial regression models","2025-11-01","published","10.1016/j.apgeog.2025.103742","https://doi.org/10.1016/j.apgeog.2025.103742","no","空间统计与空间计量","spatial regression","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-11","地理学与 GIScience","Applied Geography","APG","0143-6228","Who you are versus where you are: Revealing the importance of determinants of within-city income inequality in China through an interpretable machine learning approach","2025-11-01","published","10.1016/j.apgeog.2025.103759","https://doi.org/10.1016/j.apgeog.2025.103759","no","机器学习","machine learning","","","城市、区域与空间结构","city","Must match at least one method_family keyword in Crossref title or abstract"
"2025-11","地理学与 GIScience","Applied Geography","APG","0143-6228","Does the digitalization of hometowns promote return migrants’ entrepreneurship? Empirical evidence from panel data for China","2025-11-29","created-proxy","10.1016/j.apgeog.2025.103855","https://doi.org/10.1016/j.apgeog.2025.103855","no","因果推断与准实验","panel data","","","时间尺度与动态过程","panel","Must match at least one method_family keyword in Crossref title or abstract"
"2025-11","地图学与地理信息","Cartography and Geographic Information Science","CaGIS","1545-0465","Parental mobility during the perinatal period: a spatiotemporal analysis of geotagged social media data","2025-11-27","published-online","10.1080/15230406.2025.2587841","https://doi.org/10.1080/15230406.2025.2587841","no","时序与时空建模","spatiotemporal | temporal analysis","街景、社交感知与众包数据","social media | geotagged","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-11","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","BankfullMapper: a semi-automated MATLAB tool on high-resolution digital terrain models for spatio-temporal monitoring of bankfull geometry and discharge","2025-11-01","published","10.1016/j.cageo.2025.106001","https://doi.org/10.1016/j.cageo.2025.106001","no","时序与时空建模","spatio-temporal","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-11","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","DAM-CGNet: Semantic segmentation-based approach for valley-bottom extraction from digital elevation models","2025-11-01","published","10.1016/j.cageo.2025.106012","https://doi.org/10.1016/j.cageo.2025.106012","no","遥感视觉与影像分析","semantic segmentation","基础地理与城市数据库","digital elevation model","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-11","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","DisperPy: A machine learning based tool to automatically pick group velocity dispersion curves from earthquakes","2025-11-01","published","10.1016/j.cageo.2025.106015","https://doi.org/10.1016/j.cageo.2025.106015","no","机器学习","machine learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-11","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Recognition of multiple geochemical anomalies by dual-branch convolutional neural network with adaptive feature fusion","2025-11-01","published","10.1016/j.cageo.2025.106011","https://doi.org/10.1016/j.cageo.2025.106011","no","深度学习与神经网络","neural network | convolutional neural network","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-11","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Seismicity-constrained fault detection and characterization with a multitask machine learning model","2025-11-01","published","10.1016/j.cageo.2025.105999","https://doi.org/10.1016/j.cageo.2025.105999","no","机器学习","machine learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
