"month","journal_category","journal","journal_short_name","issn","title","publication_date","date_basis","doi","doi_url","abstract_available","method_family_topics","method_family_keywords","data_source_topics","data_source_keywords","spatiotemporal_context_topics","spatiotemporal_context_keywords","screening_rule"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","A combined deep learning and morphology approach for DFS identification and parameter extraction","2025-02-01","published","10.1016/j.cageo.2025.105856","https://doi.org/10.1016/j.cageo.2025.105856","no","深度学习与神经网络","deep learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","A first arrival picking method of microseismic signals based on semi-supervised learning using FreeMatch and MS-Picking","2025-02-01","published","10.1016/j.cageo.2024.105844","https://doi.org/10.1016/j.cageo.2024.105844","no","机器学习","supervised learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","A reversible-jump Markov chain Monte Carlo algorithm to estimate paleo surface CO2 fluxes linking temperature to atmospheric CO2 concentration time series","2025-02-01","published","10.1016/j.cageo.2024.105838","https://doi.org/10.1016/j.cageo.2024.105838","no","时序与时空建模","time series","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Addressing class imbalance in micro-CT image segmentation: A modified U-Net model with pixel-level class weighting","2025-02-01","published","10.1016/j.cageo.2025.105853","https://doi.org/10.1016/j.cageo.2025.105853","no","深度学习与神经网络 | 遥感视觉与影像分析","U-Net | image segmentation","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","An identification for channel mislabel of strong motion records based on Siamese neural network","2025-02-01","published","10.1016/j.cageo.2024.105780","https://doi.org/10.1016/j.cageo.2024.105780","no","深度学习与神经网络","neural network","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","An integrated neighborhood and scale information network for open-pit mine change detection in high-resolution remote sensing images","2025-02-01","published","10.1016/j.cageo.2025.105880","https://doi.org/10.1016/j.cageo.2025.105880","no","时序与时空建模","change detection","遥感与地球观测数据","remote sensing","城市、区域与空间结构","neighborhood","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Anisotropic resistivity estimation and uncertainty quantification from borehole triaxial electromagnetic induction measurements: Gradient-based inversion and physics-informed neural network","2025-02-01","published","10.1016/j.cageo.2024.105786","https://doi.org/10.1016/j.cageo.2024.105786","no","深度学习与神经网络","neural network","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Automatic detection of ditches and natural streams from digital elevation models using deep learning","2025-02-01","published","10.1016/j.cageo.2025.105875","https://doi.org/10.1016/j.cageo.2025.105875","no","深度学习与神经网络","deep learning","基础地理与城市数据库","digital elevation model","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Automatic recognition of debris rock lithology based on unsupervised semantic segmentation","2025-02-01","published","10.1016/j.cageo.2024.105790","https://doi.org/10.1016/j.cageo.2024.105790","no","遥感视觉与影像分析","semantic segmentation","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Automatic seismic event detection in low signal-to-noise ratio seismic signal based on a deep residual shrinkage network","2025-02-01","published","10.1016/j.cageo.2025.105868","https://doi.org/10.1016/j.cageo.2025.105868","no","时序与时空建模","event detection","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Automatic variogram calculation and modeling","2025-02-01","published","10.1016/j.cageo.2024.105774","https://doi.org/10.1016/j.cageo.2024.105774","no","空间统计与空间计量","variogram","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Capturing exposed bedrock in the upland regions of Great Britain: A geomorphometric focused random forest approach","2025-02-01","published","10.1016/j.cageo.2024.105814","https://doi.org/10.1016/j.cageo.2024.105814","no","机器学习","random forest","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Discrimination of earthquakes, explosions, and collapses based on the deep learning: Applications to DiTing 2.0 dataset","2025-02-01","published","10.1016/j.cageo.2024.105830","https://doi.org/10.1016/j.cageo.2024.105830","no","深度学习与神经网络","deep learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Effective gravity inversion of basement relief with unfixed density contrast using deep learning","2025-02-01","published","10.1016/j.cageo.2024.105832","https://doi.org/10.1016/j.cageo.2024.105832","no","深度学习与神经网络","deep learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Efficient proxy for time-lapse seismic forward modeling using a U-net encoder–decoder approach","2025-02-01","published","10.1016/j.cageo.2024.105788","https://doi.org/10.1016/j.cageo.2024.105788","no","深度学习与神经网络","U-Net","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","ETASbootstrap 0.2.0: A flexible R package for computing bootstrap confidence intervals for parameters in the space–time epidemic-type aftershock sequence model, with four case studies","2025-02-01","published","10.1016/j.cageo.2024.105817","https://doi.org/10.1016/j.cageo.2024.105817","no","时序与时空建模","sequence model","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Evaluating key parameters impacting the performance of Seis Seg Diff model for seismic facies classification","2025-02-01","published","10.1016/j.cageo.2024.105829","https://doi.org/10.1016/j.cageo.2024.105829","no","机器学习","classification","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Functional multiple-point simulation","2025-02-01","published","10.1016/j.cageo.2024.105767","https://doi.org/10.1016/j.cageo.2024.105767","no","仿真、优化与强化学习","simulation","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Improving generalization through self-supervised learning using generative pre-training transformer for natural gas segmentation","2025-02-01","published","10.1016/j.cageo.2024.105809","https://doi.org/10.1016/j.cageo.2024.105809","no","GeoAI 与基础模型 | 机器学习 | 深度学习与神经网络","self-supervised learning | supervised learning | transformer","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Imputation in well log data: A benchmark for machine learning methods","2025-02-01","published","10.1016/j.cageo.2024.105789","https://doi.org/10.1016/j.cageo.2024.105789","no","机器学习","machine learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Interpreting Deepkriging for spatial interpolation in geostatistics","2025-02-01","published","10.1016/j.cageo.2024.105833","https://doi.org/10.1016/j.cageo.2024.105833","no","空间统计与空间计量","geostatistics","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Introducing USED: Urban Seismic Event Detection","2025-02-01","published","10.1016/j.cageo.2024.105815","https://doi.org/10.1016/j.cageo.2024.105815","no","时序与时空建模","event detection","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Linking geo-models for geomorphological classification using knowledge graphs","2025-02-01","published","10.1016/j.cageo.2025.105873","https://doi.org/10.1016/j.cageo.2025.105873","no","机器学习 | 图模型与网络方法","classification | knowledge graph","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","LSTM-based proxy model combined with wellbore-reservoir coupling simulations for predicting multi-dimensional state parameters in depleted gas reservoirs","2025-02-01","published","10.1016/j.cageo.2024.105824","https://doi.org/10.1016/j.cageo.2024.105824","no","深度学习与神经网络","LSTM","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Multivariate simulation using a locally varying coregionalization model","2025-02-01","published","10.1016/j.cageo.2024.105781","https://doi.org/10.1016/j.cageo.2024.105781","no","仿真、优化与强化学习","simulation","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Non-linear non-parametric geostatistical rock-physics inversion of elastic attributes for petrophysical properties using direct multivariate simulation","2025-02-01","published","10.1016/j.cageo.2025.105862","https://doi.org/10.1016/j.cageo.2025.105862","no","仿真、优化与强化学习","simulation","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Numerical dispersion mitigation neural network with velocity model correction","2025-02-01","published","10.1016/j.cageo.2024.105806","https://doi.org/10.1016/j.cageo.2024.105806","no","深度学习与神经网络","neural network","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Object segmentation of near surface magnetic field data based on deep convolutional neural networks","2025-02-01","published","10.1016/j.cageo.2024.105847","https://doi.org/10.1016/j.cageo.2024.105847","no","深度学习与神经网络","neural network | convolutional neural network","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Optimized AI-MPM: Application of PSO for tuning the hyperparameters of SVM and RF algorithms","2025-02-01","published","10.1016/j.cageo.2024.105785","https://doi.org/10.1016/j.cageo.2024.105785","no","机器学习","SVM","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Optimizing managed artificial recharge backwash using a multi-objective particle swarm optimization coupled with a clogging simulation model","2025-02-01","published","10.1016/j.cageo.2025.105869","https://doi.org/10.1016/j.cageo.2025.105869","no","仿真、优化与强化学习","simulation | optimization","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Prediction of ultrabasic rocks by support vector machine based on airborne magnetic and radioactivity data","2025-02-01","published","10.1016/j.cageo.2024.105842","https://doi.org/10.1016/j.cageo.2024.105842","no","机器学习","support vector machine","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Quantitative lithology prediction from seismic data using deep learning","2025-02-01","published","10.1016/j.cageo.2024.105821","https://doi.org/10.1016/j.cageo.2024.105821","no","深度学习与神经网络","deep learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","ReUNet: Efficient deep learning for precise ore segmentation in mineral processing","2025-02-01","published","10.1016/j.cageo.2024.105773","https://doi.org/10.1016/j.cageo.2024.105773","no","深度学习与神经网络","deep learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Roadster: Improved algorithms for subtrajectory clustering and map construction","2025-02-01","published","10.1016/j.cageo.2024.105845","https://doi.org/10.1016/j.cageo.2024.105845","no","机器学习","clustering","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","SaltFormer: A hybrid CNN-Transformer network for automatic salt dome detection","2025-02-01","published","10.1016/j.cageo.2024.105772","https://doi.org/10.1016/j.cageo.2024.105772","no","深度学习与神经网络","CNN | transformer","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","SeisSegDiff: A label-efficient few-shot texture segmentation diffusion model for seismic facies classification","2025-02-01","published","10.1016/j.cageo.2024.105823","https://doi.org/10.1016/j.cageo.2024.105823","no","机器学习","classification","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Shear wave velocity prediction based on bayesian-optimized multi-head attention mechanism and CNN-BiLSTM","2025-02-01","published","10.1016/j.cageo.2024.105787","https://doi.org/10.1016/j.cageo.2024.105787","no","深度学习与神经网络","CNN | attention mechanism","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Siamese topographic generation model: A deep learning model for generating Antarctic subglacial topography with fine details","2025-02-01","published","10.1016/j.cageo.2025.105857","https://doi.org/10.1016/j.cageo.2025.105857","no","深度学习与神经网络","deep learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Tar yield prediction of tar-rich coal based on geophysical logging data: Comparison between semi-supervised and supervised learning","2025-02-01","published","10.1016/j.cageo.2024.105848","https://doi.org/10.1016/j.cageo.2024.105848","no","机器学习","supervised learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Time reversal imaging and transfer learning for spatial and temporal seismic source location","2025-02-01","published","10.1016/j.cageo.2024.105843","https://doi.org/10.1016/j.cageo.2024.105843","no","GeoAI 与基础模型","transfer learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Analysis of earthquake detection using deep learning: Evaluating reliability and uncertainty in prediction methods","2025-02-02","created-proxy","10.1016/j.cageo.2025.105877","https://doi.org/10.1016/j.cageo.2025.105877","no","深度学习与神经网络","deep learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","A deep learning-based parametric inversion for forecasting water-filled bodies position using electromagnetic method","2025-02-06","created-proxy","10.1016/j.cageo.2025.105881","https://doi.org/10.1016/j.cageo.2025.105881","no","深度学习与神经网络 | 时序与时空建模","deep learning | forecasting","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Deep learning contribution to the automatic picking of surface-wave dispersion for the characterization of railway earthworks","2025-02-08","created-proxy","10.1016/j.cageo.2025.105883","https://doi.org/10.1016/j.cageo.2025.105883","no","深度学习与神经网络","deep learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Efficient computation on large regular grids of higher-order spatial statistics via fast Fourier transform","2025-02-08","created-proxy","10.1016/j.cageo.2025.105878","https://doi.org/10.1016/j.cageo.2025.105878","no","空间统计与空间计量","spatial statistics","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Hybrid Newton method for the acceleration of well event handling in the simulation of CO2 storage using supervised learning","2025-02-11","created-proxy","10.1016/j.cageo.2025.105872","https://doi.org/10.1016/j.cageo.2025.105872","no","机器学习 | 仿真、优化与强化学习","supervised learning | simulation","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Geological-knowledge-guided graph self-supervised pretraining framework for identifying mineralization-related geochemical anomalies","2025-02-28","created-proxy","10.1016/j.cageo.2025.105913","https://doi.org/10.1016/j.cageo.2025.105913","no","图模型与网络方法","graph","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers, Environment and Urban Systems","CEUS","0198-9715","From 3D pedestrian networks to wheelable networks: An automatic wheelability assessment method for high-density urban areas using contrastive deep learning of smartphone point clouds","2025-02-05","created-proxy","10.1016/j.compenvurbsys.2025.102255","https://doi.org/10.1016/j.compenvurbsys.2025.102255","no","深度学习与神经网络 | 遥感视觉与影像分析","deep learning | point cloud","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers, Environment and Urban Systems","CEUS","0198-9715","Predicting Desire Paths: Agent-Based Simulation for Neighbourhood Route Planning","2025-02-05","created-proxy","10.1016/j.compenvurbsys.2025.102251","https://doi.org/10.1016/j.compenvurbsys.2025.102251","no","仿真、优化与强化学习","simulation","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers, Environment and Urban Systems","CEUS","0198-9715","Simulating household energy behavior diffusion using spatial microsimulation and econometric models","2025-02-08","created-proxy","10.1016/j.compenvurbsys.2025.102256","https://doi.org/10.1016/j.compenvurbsys.2025.102256","no","仿真、优化与强化学习","microsimulation","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers, Environment and Urban Systems","CEUS","0198-9715","Plot-scale population estimation modeling based on residential plot form clustering and locational attractiveness analysis","2025-02-18","created-proxy","10.1016/j.compenvurbsys.2025.102257","https://doi.org/10.1016/j.compenvurbsys.2025.102257","no","机器学习","clustering","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers, Environment and Urban Systems","CEUS","0198-9715","Interpreting core forms of urban morphology linked to urban functions with explainable graph neural network","2025-02-24","created-proxy","10.1016/j.compenvurbsys.2025.102267","https://doi.org/10.1016/j.compenvurbsys.2025.102267","no","深度学习与神经网络 | 图模型与网络方法","neural network | graph | graph neural network","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers, Environment and Urban Systems","CEUS","0198-9715","A planning support framework to enable smart mobility: Integrating multi-objective spatial optimization and GIS to enhance commuting efficiency","2025-02-27","created-proxy","10.1016/j.compenvurbsys.2025.102269","https://doi.org/10.1016/j.compenvurbsys.2025.102269","no","仿真、优化与强化学习","optimization","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","计算地理与城市系统","Computers, Environment and Urban Systems","CEUS","0198-9715","From theory to deep learning: Understanding the impact of geographic context factors on traffic violations","2025-02-27","created-proxy","10.1016/j.compenvurbsys.2025.102268","https://doi.org/10.1016/j.compenvurbsys.2025.102268","no","深度学习与神经网络","deep learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","城市分析与空间科学","Environment and Planning B: Urban Analytics and City Science","EPB","2399-8091","Urban revitalization pathways toward zero carbon emissions through systems architecting of urban digital twins","2025-02-04","published-online","10.1177/23998083251318142","https://doi.org/10.1177/23998083251318142","yes","仿真、优化与强化学习","simulation | optimization","","","环境监测与灾害风险","climate","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","城市分析与空间科学","Environment and Planning B: Urban Analytics and City Science","EPB","2399-8091","A multi-scale network-based topological analysis of urban road networks in highly populated cities","2025-02-05","published-online","10.1177/23998083251318067","https://doi.org/10.1177/23998083251318067","yes","图模型与网络方法","road network","基础地理与城市数据库","road network","城市、区域与空间结构","city","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","城市分析与空间科学","Environment and Planning B: Urban Analytics and City Science","EPB","2399-8091","Do urban digital twins need agents?","2025-02-07","published-online","10.1177/23998083251317666","https://doi.org/10.1177/23998083251317666","yes","仿真、优化与强化学习","agent-based model | ABM","","","城市、区域与空间结构","city","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","城市分析与空间科学","Environment and Planning B: Urban Analytics and City Science","EPB","2399-8091","Digital twins versus simulation models and planning concepts: Increasing the resemblance between a digital twin and the modeled territory to facilitate the construction and evaluation of urban scenarios","2025-02-09","published-online","10.1177/23998083251318474","https://doi.org/10.1177/23998083251318474","yes","仿真、优化与强化学习","simulation","","","城市、区域与空间结构 | 环境监测与灾害风险","city | climate","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","城市分析与空间科学","Environment and Planning B: Urban Analytics and City Science","EPB","2399-8091","Decoding urban policies: NLP-driven concise explanations","2025-02-17","published-online","10.1177/23998083251321981","https://doi.org/10.1177/23998083251321981","yes","GeoAI 与基础模型","large language model","","","城市、区域与空间结构","smart city | city","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","城市分析与空间科学","Environment and Planning B: Urban Analytics and City Science","EPB","2399-8091","Understanding pedestrian dynamics using machine learning with real-time urban sensors","2025-02-17","published-online","10.1177/23998083251319058","https://doi.org/10.1177/23998083251319058","yes","机器学习","machine learning","","","城市、区域与空间结构","city","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","城市分析与空间科学","Environment and Planning B: Urban Analytics and City Science","EPB","2399-8091","Enhancing digital twin technology with community-led, science-driven participatory modeling: A case in green infrastructure planning","2025-02-19","published-online","10.1177/23998083251323671","https://doi.org/10.1177/23998083251323671","yes","仿真、优化与强化学习","simulation","","","城市、区域与空间结构 | 环境监测与灾害风险","neighborhood | climate","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","地理信息科学","Geo-spatial Information Science","GSIS","1993-5153","An in situ hyperspectral dataset for typical aquatic vegetation","2025-02-04","published-online","10.1080/10095020.2024.2440653","https://doi.org/10.1080/10095020.2024.2440653","no","遥感视觉与影像分析","hyperspectral","遥感与地球观测数据","hyperspectral","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","地理信息科学","Geo-spatial Information Science","GSIS","1993-5153","Deep learning detects entire multiple-size lunar craters driven by elevation data and topographic knowledge","2025-02-04","published-online","10.1080/10095020.2025.2452932","https://doi.org/10.1080/10095020.2025.2452932","no","深度学习与神经网络","deep learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","地理信息科学","Geo-spatial Information Science","GSIS","1993-5153","Monitoring Moso bamboo ( Phyllostachys pubescens ) forests damage caused by Pantana phyllostachysae Chao considering phenological differences between on-year and off-year using UAV hyperspectral images","2025-02-04","published-online","10.1080/10095020.2025.2454521","https://doi.org/10.1080/10095020.2025.2454521","no","遥感视觉与影像分析","hyperspectral","遥感与地球观测数据","UAV | hyperspectral","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","空间统计与地理分析","Geographical Analysis","GEAN","1538-4632","Comparisons Between Robbery and Break‐And‐Enter: Area‐Specific Trends, Socioeconomic Risk Factors, and Hotspots Analysis Using a Bayesian Spatial and Spatiotemporal Approach","2025-02-10","published-online","10.1111/gean.12421","https://doi.org/10.1111/gean.12421","yes","时序与时空建模 | 空间交互与移动性模型","spatiotemporal | spatial interaction","","","城市、区域与空间结构","city | neighborhood","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","空间统计与地理分析","Geographical Analysis","GEAN","1538-4632","A Novel Approach to Assess the Distance Between the Settlement Patterns of Two Populations","2025-02-20","published-online","10.1111/gean.70002","https://doi.org/10.1111/gean.70002","yes","空间交互与移动性模型","spatial interaction","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","地理信息科学","Geoinformatica","GEIN","1573-7624","Mining targeted spatio-temporal sequential patterns","2025-02-10","published-online","10.1007/s10707-025-00535-1","https://doi.org/10.1007/s10707-025-00535-1","no","时序与时空建模","spatio-temporal","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","地理信息科学","Geoinformatica","GEIN","1573-7624","Lightweight two dimensional multi-scale large kernel attention network for super-resolution of digital rock","2025-02-13","published-online","10.1007/s10707-025-00536-0","https://doi.org/10.1007/s10707-025-00536-0","no","遥感视觉与影像分析","super-resolution","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-02","GeoAI 与遥感","GIScience & Remote Sensing","G&RS","1548-1603","On the use of adversarial validation for quantifying dissimilarity in geospatial machine learning prediction","2025-02-04","published-online","10.1080/15481603.2025.2460513","https://doi.org/10.1080/15481603.2025.2460513","no","机器学习","machine learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
