"month","journal_category","journal","journal_short_name","issn","title","publication_date","date_basis","doi","doi_url","abstract_available","method_family_topics","method_family_keywords","data_source_topics","data_source_keywords","spatiotemporal_context_topics","spatiotemporal_context_keywords","screening_rule"
"2025-05","空间算法","ACM Transactions on Spatial Algorithms and Systems","TSAS","2374-0361","TrajLearn: Trajectory Prediction Learning using Deep Generative Models","2025-05-07","published-online","10.1145/3729226","https://doi.org/10.1145/3729226","yes","深度学习与神经网络","deep learning","轨迹与移动性数据","trajectory","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-05","空间算法","ACM Transactions on Spatial Algorithms and Systems","TSAS","2374-0361","MV-STGCN: Multi-view Spatial-Temporal Graph Convolutional Networks for On-Street Parking Availability Prediction","2025-05-22","published-online","10.1145/3732286","https://doi.org/10.1145/3732286","yes","深度学习与神经网络 | 图模型与网络方法 | 时序与时空建模","neural network | RNN | recurrent neural network | graph | graph convolutional network | GCN | time series | forecasting","","","城市、区域与空间结构","city","Must match at least one method_family keyword in Crossref title or abstract"
"2025-05","地理学与 GIScience","Annals of the American Association of Geographers","AAG","2469-4452","Crime and Visually Perceived Safety of the Built Environment: A Deep Learning Approach","2025-05-27","published-online","10.1080/24694452.2025.2501998","https://doi.org/10.1080/24694452.2025.2501998","no","深度学习与神经网络","deep learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-05","地理学与 GIScience","Applied Geography","APG","0143-6228","Environmental determinants of dynamic jogging patterns: Insights from trajectory big data analysis and interpretable machine learning","2025-05-01","published","10.1016/j.apgeog.2025.103596","https://doi.org/10.1016/j.apgeog.2025.103596","no","机器学习","machine learning","轨迹与移动性数据","trajectory","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-05","地理学与 GIScience","Applied Geography","APG","0143-6228","Exploring urban environmental semantics for air quality prediction using explainable multi-view spatiotemporal graph neural networks","2025-05-01","published","10.1016/j.apgeog.2025.103605","https://doi.org/10.1016/j.apgeog.2025.103605","no","深度学习与神经网络 | 图模型与网络方法 | 时序与时空建模","neural network | graph | graph neural network | spatiotemporal","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-05","地理学与 GIScience","Applied Geography","APG","0143-6228","Exploring the associations of socioeconomic characteristics and distance decay effects with two-Steps spatial interaction model","2025-05-05","created-proxy","10.1016/j.apgeog.2025.103646","https://doi.org/10.1016/j.apgeog.2025.103646","no","空间交互与移动性模型","spatial interaction | spatial interaction model","","","空间尺度、依赖与异质性","distance decay","Must match at least one method_family keyword in Crossref title or abstract"
"2025-05","地理学与 GIScience","Applied Geography","APG","0143-6228","Dynamic changes of the complex coupling relationships between ecosystem services and socio-ecological factors and the impact of human activities: Insights from network analysis","2025-05-29","created-proxy","10.1016/j.apgeog.2025.103671","https://doi.org/10.1016/j.apgeog.2025.103671","no","图模型与网络方法","network analysis","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-05","地图学与地理信息","Cartography and Geographic Information Science","CaGIS","1545-0465","NIM: an AR story map framework for representing spatiotemporal contexts in history","2025-05-28","published-online","10.1080/15230406.2025.2501789","https://doi.org/10.1080/15230406.2025.2501789","no","时序与时空建模","spatiotemporal","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-05","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Geological-knowledge-guided graph self-supervised pretraining framework for identifying mineralization-related geochemical anomalies","2025-05-01","published","10.1016/j.cageo.2025.105913","https://doi.org/10.1016/j.cageo.2025.105913","no","图模型与网络方法","graph","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-05","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Quantitative bed-type classification for a global comparison of deep-water sedimentary systems","2025-05-01","published","10.1016/j.cageo.2025.105917","https://doi.org/10.1016/j.cageo.2025.105917","no","机器学习","classification","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-05","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Spatial bagging for predictive machine learning uncertainty quantification","2025-05-14","created-proxy","10.1016/j.cageo.2025.105947","https://doi.org/10.1016/j.cageo.2025.105947","no","机器学习","machine learning","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-05","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","FourCastLSTM: A precipitation nowcasting model integrating global and local spatiotemporal features","2025-05-16","created-proxy","10.1016/j.cageo.2025.105966","https://doi.org/10.1016/j.cageo.2025.105966","no","时序与时空建模","spatiotemporal","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-05","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Interpretable clustering of PS-InSAR time series for ground deformation detection","2025-05-16","created-proxy","10.1016/j.cageo.2025.105959","https://doi.org/10.1016/j.cageo.2025.105959","no","机器学习 | 时序与时空建模","clustering | time series","","","","","Must match at least one method_family keyword in Crossref title or abstract"
"2025-05","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Smoke or cloud: Real-time satellite image segmentation in a wildfire data integration application","2025-05-22","created-proxy","10.1016/j.cageo.2025.105960","https://doi.org/10.1016/j.cageo.2025.105960","no","遥感视觉与影像分析","image segmentation","","","环境监测与灾害风险","wildfire","Must match at least one method_family keyword in Crossref title or abstract"
"2025-05","计算地理与城市系统","Computers & Geosciences","C&G","0098-3004","Quadrangular adaptive mesh for elastic wave simulation in smooth anisotropic media","2025-05-23","created-proxy","10.1016/j.cageo.2025.105946","https://doi.org/10.1016/j.cageo.2025.105946","no","仿真、优化与强化学习","simulation","","","","","Must match at least one method_family keyword in Crossref title or abstract"
